ch,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
det,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
det num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
other,22764.03686,22714.20789,22715.43014,22726.18216,22750.22836,22744.33069,22793.08016,22778.19941,22772.84887,22781.58306,22817.91392,22778.61964,22714.66515,22778.21733,22820.59926,22800.36454,22734.33519,22743.71088,22785.8553,22744.28784,22772.90478,22195.1012,22213.50537,22220.68932,22207.42999,22238.98955,22246.78371,22170.8335,22233.08028,22198.87665,22215.57917,22215.74,22237.53942,22207.91759,22241.15032,22198.41165,22190.69647,22301.54188,22243.05019,22234.02243,22244.66904,22261.03013,23703.801,23763.29436,23716.05886,23717.86771,23689.27562,23754.5972,23674.28838,23743.17457,23746.68649,23765.08181,23701.84184,23732.70429,23742.42863,23827.52964,23764.00198,23749.22639,23777.23378,23773.35089,23814.48773,23846.91733,23777.88456,22889.84425,23003.99898,23037.96666,23011.67368,22999.88172,23055.16531,22988.81315,22969.87419,22994.19328,22989.23532,22996.46042,23004.36917,22957.11894,22985.77317,22978.64687,23019.93569,22999.49807,22954.32638,23003.70994,22969.05698,22881.14686,22906.8324,23006.9017,23021.05671,23057.40779,23035.40583,22963.89359,23030.3285,23020.36899,23024.19327,23067.88217,22985.87998,22988.5189,22984.648,22994.01328,22967.31962,23003.28838,22973.20641,23011.36322,22995.03089,22967.89699,22934.04469,25123.93028,25996.64147,26054.49517,26011.82813,26024.29439,26021.18404,26213.69361,26165.08241,26251.03549,26196.9446,26266.85599,26081.26287,26114.95656,26265.46875,26192.62773,26248.83759,26225.45168,26289.4023,25929.17866,25973.19917,25566.35858,29405.81039,29662.51203,29658.55099,29825.899,29797.87503,29825.3909,30049.64118,30346.81613,30084.29756,29839.34754,29786.79784,29818.78904,30100.30394,29947.31235,29907.71219,29906.86763,29738.65573,29658.09618,29678.76792,29391.57036,29119.20859,27972.13572,27965.42095,28010.39988,27985.31867,27951.86499,28009.08102,27998.04303,28076.77711,28026.66025,27984.90978,27979.51548,27930.53813,27955.87773,27978.23538,27959.91501,27888.56874,27821.75807,27825.5754,27763.11684,27730.02961,27587.43336,27508.96399,27516.47262,27513.44884,27507.26615,27499.77877,27507.10942,27471.06362,27500.50711,27471.79927,27514.89001,27519.74904,27461.06456,27487.39978,27481.14224,27440.46509,27472.69855,27475.86424,27448.15283,27470.12841,27499.56802,27465.94212
7/5/2009,23951.39123,23914.90011,23908.0346,23919.02251,23941.03724,23933.01876,23983.8619,23965.16247,23953.67633,23967.69039,23992.19963,23955.50237,23891.32171,23961.69384,24003.57644,23985.80441,23920.03262,23931.01219,23980.59524,23937.66948,23960.32161,21529.52381,21561.0028,21566.84819,21554.38335,21580.08534,21589.98489,21514.19197,21576.13297,21530.35414,21554.31805,21556.87375,21578.72446,21549.72584,21582.22508,21538.73903,21531.13174,21633.73715,21579.28988,21573.70757,21580.52188,21589.50651,23521.00575,23680.76209,23664.10997,23651.47845,23618.98186,23705.7786,23609.30211,23685.10034,23677.08472,23678.28678,23610.08338,23655.73257,23663.69537,23754.97931,23679.08755,23657.51557,23681.59145,23660.92275,23693.17346,23726.78406,23568.20936,22407.45165,22553.37345,22592.80544,22579.38746,22572.80153,22620.35141,22553.45143,22533.39921,22559.89136,22549.60883,22565.62432,22576.03047,22516.00339,22551.79396,22545.82097,22588.71525,22566.68875,22523.95706,22569.11383,22523.94056,22406.01098,22419.16898,22563.84312,22582.48288,22627.45445,22598.34336,22528.34712,22596.16177,22583.08739,22594.37358,22635.08372,22544.15073,22551.50202,22549.37429,22566.62369,22535.60179,22576.60215,22544.84907,22582.69376,22559.06574,22530.60619,22458.22566,24940.6454,25958.75437,26023.64018,25965.62821,25983.80586,25988.29757,26204.0691,26149.38116,26246.49801,26178.58456,26280.24091,26067.76547,26097.94924,26266.45378,26192.69594,26257.27324,26223.62244,26298.22517,25897.85597,25942.41704,25439.11411,29186.33998,29464.28954,29449.20003,29608.58815,29566.34846,29604.39933,29846.12574,30152.05221,29871.4525,29610.72557,29552.69506,29591.62542,29884.40064,29718.0304,29684.39875,29680.84594,29513.56616,29426.86629,29430.23119,29137.65946,28844.86526,27687.91924,27692.03657,27725.27894,27702.68198,27671.75879,27727.39272,27717.12052,27795.50969,27743.14252,27697.98892,27693.421,27638.78179,27665.06972,27688.3527,27659.67066,27593.48866,27523.9687,27516.78225,27453.78475,27416.61059,27271.27502,27200.73887,27221.20427,27216.3427,27212.57586,27204.48809,27205.99925,27170.6072,27198.82673,27165.78972,27212.12355,27212.9427,27156.38328,27184.19646,27171.38429,27133.51414,27162.75868,27159.38435,27134.42702,27153.43176,27180.15681,27157.94663
7/12/2009,22238.08538,22187.72022,22181.98469,22196.07912,22218.94941,22212.69886,22262.38316,22247.49667,22244.0593,22264.87825,22294.98835,22260.16905,22193.38581,22258.71059,22298.54556,22276.44491,22211.91505,22219.48353,22261.60664,22222.09197,22258.48133,22519.72093,22539.95257,22549.24122,22534.40621,22569.50184,22576.34073,22501.01692,22561.34798,22524.29579,22546.38714,22542.64718,22566.13261,22537.0749,22569.12336,22519.87383,22514.36891,22620.85542,22561.02942,22557.7921,22569.03928,22585.11925,23808.03436,23916.07019,23885.12457,23888.18795,23860.08738,23929.40145,23844.40268,23910.69799,23911.05835,23923.75414,23855.27259,23885.83665,23890.00099,23973.7237,23902.42549,23882.21055,23904.15927,23885.26719,23915.72672,23934.92258,23839.07745,23110.97542,23203.51371,23241.49194,23213.44157,23207.90418,23266.45935,23197.79763,23180.35338,23204.66823,23199.74252,23208.14068,23213.8771,23161.56475,23194.90902,23181.7222,23222.89271,23207.50077,23160.21298,23209.94322,23175.47183,23100.04011,23116.72593,23203.87336,23225.91724,23262.04737,23236.72778,23171.78511,23239.62011,23222.89561,23230.06042,23276.30969,23195.46852,23200.44905,23190.67456,23198.84234,23174.69842,23208.03987,23177.94367,23217.9955,23200.08298,23175.66478,23145.246,25260.88315,26085.1947,26141.96446,26104.61489,26120.9158,26113.35309,26297.3117,26249.45383,26338.04486,26283.25587,26346.11426,26175.83092,26207.88376,26349.73167,26282.10959,26326.25429,26308.50208,26369.23136,26023.35613,26073.28855,25689.85925,29561.49006,29815.31319,29811.00058,29993.5717,29959.54947,29997.49694,30218.45709,30511.83807,30251.82056,30005.73423,29960.22494,29990.42256,30272.29811,30119.24055,30079.58592,30077.35527,29903.28423,29826.96586,29855.44165,29565.65553,29292.38962,28130.23871,28120.88259,28169.74161,28151.21299,28115.81854,28173.52519,28162.39809,28243.11883,28194.03524,28147.47259,28146.08273,28096.43314,28123.53131,28146.4605,28122.96638,28056.97639,27989.57183,27996.05021,27933.12989,27899.70229,27752.07867,27663.45052,27670.04551,27668.4924,27660.83352,27653.64628,27662.3406,27627.04058,27656.68143,27623.60307,27670.30256,27677.2758,27619.3679,27644.11216,27640.88172,27599.87311,27630.15712,27636.09251,27608.38039,27630.0711,27655.26563,27623.74638
7/19/2009,22307.27569,22259.42488,22253.20197,22266.77169,22289.53213,22283.90267,22332.71359,22318.69069,22314.3062,22334.33516,22364.44585,22328.87039,22261.71997,22326.32955,22365.70326,22344.24615,22279.31357,22286.77646,22327.94733,22287.89622,22321.64054,22483.94607,22501.41937,22510.61854,22497.18131,22530.84995,22538.20939,22463.1473,22523.39088,22487.59229,22509.01766,22505.15682,22528.076,22499.26494,22530.50659,22483.12677,22476.6151,22582.93713,22522.88524,22519.18827,22530.67361,22547.44823,23798.80758,23901.56044,23869.67844,23872.00542,23843.61601,23913.46217,23828.79363,23895.5873,23895.68494,23908.91811,23841.36488,23872.55631,23877.53974,23961.16716,23890.31622,23870.73406,23893.48316,23876.47723,23907.81148,23927.99672,23834.86045,23086.93418,23179.85756,23218.03401,23189.3912,23183.22246,23241.95334,23173.78597,23155.97848,23180.86011,23175.44163,23184.31859,23189.94426,23137.89988,23171.91611,23160.00499,23200.47928,23184.52368,23138.30126,23187.75008,23153.4737,23076.02331,23098.158,23181.39614,23202.21677,23238.34381,23213.23118,23148.09864,23216.07915,23199.48732,23207.49459,23253.3847,23172.01562,23176.87197,23167.61504,23177.50943,23153.05129,23186.43903,23156.18379,23197.10407,23177.70774,23153.67219,23121.86837,25248.30033,26080.6596,26137.5667,26099.20347,26115.53378,26107.55825,26292.6541,26244.22965,26333.2926,26276.66191,26337.06699,26167.75466,26202.15703,26345.60171,26278.08857,26322.84343,26304.07816,26365.5702,26018.84299,26067.11496,25678.37725,29532.21515,29789.49411,29784.56819,29964.98824,29930.37236,29968.01584,30189.63167,30483.77699,30221.62756,29974.68843,29929.63361,29957.71591,30239.16179,30086.13534,30045.83131,30043.87814,29870.37355,29792.69377,29819.68513,29530.03728,29256.62925,28105.86645,28098.25114,28147.13632,28128.77783,28093.14323,28150.32249,28139.62156,28219.61143,28170.54944,28123.77661,28121.73972,28071.56986,28097.89981,28120.17088,28096.6878,28029.99412,27960.67138,27965.86591,27901.40945,27866.18818,27718.73308,27636.16671,27644.6934,27644.47136,27640.38903,27631.48616,27639.50935,27604.38128,27633.32923,27600.22882,27646.35364,27652.78818,27593.99025,27618.34741,27615.3215,27574.00721,27603.00205,27609.78141,27579.36931,27599.01879,27623.72798,27592.21522
7/26/2009,22335.64382,22294.63542,22290.21314,22303.89784,22326.53575,22319.71894,22369.14764,22353.73077,22348.72918,22367.90149,22397.25594,22360.92596,22293.17722,22356.94877,22396.17488,22372.89634,22306.78633,22311.41229,22351.00528,22308.99241,22335.62395,22528.41336,22545.76819,22554.40782,22538.59894,22574.16931,22580.75583,22506.67152,22566.94328,22529.72228,22553.25076,22551.37295,22575.03916,22546.08912,22578.41473,22530.13542,22526.11593,22632.2895,22573.78395,22570.88345,22583.80188,22600.52564,23792.30017,23884.21546,23848.9075,23852.45167,23824.98953,23892.55863,23809.77976,23876.83575,23877.59965,23892.15595,23825.39774,23857.10268,23863.28273,23946.38872,23876.37835,23857.27438,23881.30432,23867.26197,23899.49301,23920.70119,23837.1893,23115.66335,23198.1929,23232.04211,23202.79843,23196.05448,23255.32422,23187.98015,23171.34813,23196.01396,23191.76815,23201.59662,23208.05444,23157.9246,23190.70685,23177.6346,23221.69618,23207.40393,23161.68515,23213.13422,23180.35814,23109.39927,23123.04621,23201.22192,23219.13154,23255.33074,23228.75087,23163.63331,23232.06799,23216.24872,23222.51626,23270.19672,23191.74473,23196.7515,23188.18511,23194.33328,23173.53268,23205.97544,23178.58264,23218.83841,23204.00125,23180.48034,23155.39508,25263.19329,26087.40044,26144.02362,26107.22355,26122.25714,26113.84024,26296.79001,26249.40626,26338.71161,26284.81055,26346.96024,26177.21288,26210.67741,26351.95672,26285.52445,26328.85462,26311.23253,26370.87622,26025.40771,26073.84123,25686.78756,29595.738,29848.92723,29844.98868,30030.84089,29998.94655,30035.42658,30257.37063,30550.35021,30290.11322,30045.30447,29999.44383,30029.6887,30313.13854,30160.22781,30118.39774,30116.40088,29941.54014,29864.00403,29892.31946,29601.10579,29325.41954,28157.38309,28143.86974,28192.85434,28173.4916,28138.77334,28196.38566,28184.8271,28265.94081,28217.84053,28171.73441,28170.89292,28122.76044,28149.58766,28173.02644,28150.43957,28084.58588,28018.13878,28026.60615,27964.07825,27930.06329,27780.91606,27694.2938,27700.43341,27698.08404,27688.08983,27681.2154,27690.11515,27654.80863,27685.78786,27651.79953,27699.98941,27707.79021,27649.33337,27674.84558,27671.17596,27631.13676,27662.62101,27666.15293,27640.22437,27662.05428,27686.21692,27650.57419
8/2/2009,22416.90982,22380.48964,22376.7174,22390.66031,22414.01029,22407.40879,22455.7894,22440.44868,22434.37774,22451.52342,22480.49261,22443.16929,22375.21283,22438.34071,22476.89476,22452.71899,22385.90655,22389.18192,22427.25,22383.05346,22404.21662,22522.72733,22534.64411,22541.78037,22524.69069,22561.54523,22567.87246,22494.89298,22555.5483,22519.45334,22543.65464,22541.76872,22566.26803,22537.5473,22570.56261,22522.37867,22519.04298,22626.80852,22568.92634,22567.16141,22581.37357,22600.29853,23778.95329,23858.95656,23818.64241,23823.53402,23796.64955,23859.72603,23781.48239,23849.14579,23850.5543,23866.64514,23800.73039,23832.59208,23838.52439,23922.24061,23854.61254,23836.51338,23861.88426,23850.21737,23885.12304,23908.39965,23834.35987,23109.57551,23184.17716,23215.36321,23185.40131,23176.85394,23236.68832,23170.31678,23154.43394,23178.95449,23176.00291,23185.61103,23192.42568,23143.77647,23177.06394,23164.53207,23210.35877,23196.36435,23151.4072,23205.92578,23176.26937,23108.58873,23117.75098,23188.55417,23204.66301,23240.50896,23213.51038,23148.1833,23215.8013,23200.75767,23205.87706,23255.50765,23178.44169,23182.87724,23174.99201,23181.1631,23162.15857,23194.53934,23168.66016,23208.08059,23197.23119,23175.94005,23154.49574,25261.05538,26088.29279,26144.48107,26108.23076,26122.55648,26113.31392,26295.76354,26248.78459,26337.71955,26285.07358,26346.33059,26177.3914,26211.75483,26352.9295,26287.39912,26330.87247,26313.10159,26372.42701,26024.01302,26073.59974,25682.22086,29596.92875,29847.89262,29845.18507,30031.14052,30000.10955,30035.55965,30258.23382,30551.30959,30291.7525,30048.25919,30000.67433,30032.35778,30316.75291,30163.91614,30122.33135,30120.99429,29945.74333,29867.41764,29894.96392,29601.5603,29318.63123,28154.39765,28136.93862,28185.25766,28164.97025,28130.10372,28187.32885,28175.80698,28257.48197,28209.32635,28163.64662,28163.44441,28116.43091,28143.60493,28167.58284,28146.16906,28081.60534,28016.41327,28026.568,27965.85099,27932.43597,27779.7032,27695.44496,27699.56897,27694.88152,27684.2596,27675.61415,27685.60969,27650.50604,27681.0661,27647.58037,27696.8801,27703.77281,27645.8546,27671.91173,27669.28025,27629.22383,27661.862,27666.35204,27641.51279,27664.38747,27687.25877,27648.15284
8/9/2009,22414.24486,22379.48514,22375.97689,22390.21995,22413.5386,22406.59019,22455.13057,22439.75407,22433.17153,22450.40886,22479.17529,22441.31621,22373.18506,22436.0639,22474.22618,22449.76043,22382.49899,22385.10361,22422.88657,22377.87893,22397.13381,22507.64539,22516.62121,22522.68507,22506.58914,22542.4093,22548.63844,22475.67908,22536.84946,22500.53022,22525.13332,22523.87153,22548.48195,22519.84353,22553.07059,22505.2669,22502.28438,22610.04567,22552.78483,22551.44572,22566.75669,22587.35259,23769.81167,23847.22922,23807.18721,23811.15794,23783.87812,23847.53442,23768.88449,23836.7337,23838.20421,23854.355,23789.10647,23821.20264,23827.27048,23911.37507,23843.69266,23826.33732,23851.93284,23841.29377,23876.34338,23901.06888,23829.25572,23096.91686,23169.02351,23199.61721,23169.29026,23160.5479,23219.89465,23153.94936,23138.41749,23162.7515,23159.96708,23170.00053,23176.87368,23128.72161,23162.19766,23150.66227,23196.27771,23182.32157,23139.35371,23193.28264,23164.289,23098.76592,23108.11021,23175.02848,23189.44926,23225.05851,23198.13594,23132.481,23200.36315,23185.24562,23191.07245,23240.43924,23163.56126,23168.04586,23160.39991,23167.04371,23148.16747,23181.00579,23155.2087,23196.38103,23184.89399,23164.3723,23144.54184,25255.20619,26084.03332,26139.86156,26102.89118,26116.39484,26107.15698,26290.03298,26242.86681,26332.25878,26279.38687,26340.95475,26171.4725,26206.27914,26348.30723,26283.08871,26326.86786,26308.50279,26368.24298,26020.83322,26069.04853,25675.98085,29590.4263,29839.99643,29837.59315,30022.86066,29991.25137,30026.31855,30249.73411,30543.35069,30283.84147,30040.25581,29994.05382,30025.00768,30309.50026,30156.96992,30115.53682,30114.50731,29939.31719,29860.61362,29886.62516,29593.04369,29306.85763,28144.61682,28125.31996,28172.70659,28152.00552,28117.30209,28173.68116,28162.58999,28244.48491,28196.49458,28150.82098,28151.26787,28104.18527,28131.92065,28155.7733,28135.12602,28070.4654,28006.49203,28017.40479,27958.00366,27924.48183,27771.03901,27689.36131,27692.10969,27686.44999,27674.56501,27667.08399,27676.04974,27640.9459,27671.69146,27638.29425,27687.24973,27695.05712,27637.17932,27663.32783,27660.77022,27621.50036,27654.90136,27659.29696,27634.91457,27658.04559,27680.41073,27639.04559
